Y;FP001;FP002;FP003;FP004;FP005;FP006;FP007;FP008;FP009;FP010;FP011;FP012;FP013;FP014;FP015;FP016;FP017;FP018;FP019;FP020;FP021;FP022;FP023;FP024;FP025;FP026;FP027;FP028;FP029;FP030;FP031;FP032;FP033;FP034;FP035;FP036;FP037;FP038;FP039;FP040;FP041;FP042;FP043;FP044;FP045;FP046;FP047;FP048;FP049;FP050;FP051;FP052;FP053;FP054;FP055;FP056;FP057;FP058;FP059;FP060;FP061;FP062;FP063;FP064;FP065;FP066;FP067;FP068;FP069;FP070;FP071;FP072;FP073;FP074;FP075;FP076;FP077;FP078;FP079;FP080;FP081;FP082;FP083;FP084;FP085;FP086;FP087;FP088;FP089;FP090;FP091;FP092;FP093;FP094;FP095;FP096;FP097;FP098;FP099;FP100;FP101;FP102;FP103;FP104;FP105;FP106;FP107;FP108;FP109;FP110;FP111;FP112;FP113;FP114;FP115;FP116;FP117;FP118;FP119;FP120;FP121;FP122;FP123;FP124;FP125;FP126;FP127;FP128;FP129;FP130;FP131;FP132;FP133;FP134;FP135;FP136;FP137;FP138;FP139;FP140;FP141;FP142;FP143;FP144;FP145;FP146;FP147;FP148;FP149;FP150;FP151;FP152;FP153;FP154;FP155;FP156;FP157;FP158;FP159;FP160;FP161;FP162;FP163;FP164;FP165;FP166;FP167;FP168;FP169;FP170;FP171;FP172;FP173;FP174;FP175;FP176;FP177;FP178;FP179;FP180;FP181;FP182;FP183;FP184;FP185;FP186;FP187;FP188;FP189;FP190;FP191;FP192;FP193;FP194;FP195;FP196;FP197;FP198;FP199;FP200;FP201;FP202;FP203;FP204;FP205;FP206;FP207;FP208;MolWeight;NumAtoms;NumNonHAtoms;NumBonds;NumNonHBonds;NumMultBonds;NumRotBonds;NumDblBonds;NumAromaticBonds;NumHydrogen;NumCarbon;NumNitrogen;NumOxygen;NumSulfer;NumChlorine;NumHalogen;NumRings;HydrophilicFactor;SurfaceArea1;SurfaceArea2
-1.89;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.461413629;3.784189634;2.890371758;3.850147602;4.192081436;0;0;0;0;5.626251265;4.3246557;0.584814591;0;0;0;0;1.609437912;-1.650062087;3.091143616;3.091143616
-1.89;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;4.876799093;3.17805383;2.302585093;3.135494216;2.75922787;0.798769777;1.791759469;0.567076741;0;4.177811269;2.88688661;0;1.098612289;0;0;0;0;-1.186761708;6.884368812;6.884368812
-1.89;1;1;1;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;5.51491957;3.688879454;2.944438979;3.713572067;4.102821015;3.243491775;1.609437912;0.567076741;1.945910149;5.092358085;4.3246557;0.456826001;1.098612289;0;0;0;1.098612289;-1.443815523;7.314939383;7.314939383
-1.89;1;1;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;1;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.274024674;3.218875825;2.708050201;3.258096538;3.705505633;3.243491775;1.098612289;0.567076741;1.945910149;3.510454712;3.510454712;0;1.609437912;0;0;0;1.098612289;-1.059559981;9.038103091;9.038103091
-1.9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.343625284;1.791759469;1.609437912;1.609437912;1.597539554;0;0;0;0;0.770481378;0.770481378;0;0;0;0.375;0.46875;0;-0.236305131;0;0
-1.91;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.536231297;1.791759469;1.609437912;1.609437912;1.597539554;0;0;0;0;0.770481378;0.770481378;0;0;0;0;0.46875;0;-0.236305131;0;0
-1.91;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;5.671293718;3.80666249;3.091042453;3.850147602;4.440875113;3.243491775;1.791759469;0.567076741;1.945910149;5.315193113;4.600087582;0.456826001;1.386294361;0;0;0;1.386294361;-0.395933348;9.527707944;9.527707944
-1.91;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.268991537;3.258096538;2.708050201;3.258096538;3.593859638;3.520561713;1.386294361;0.804530237;1.945910149;3.691452998;3.510454712;0.456826001;1.386294361;0;0;0;0.693147181;-0.178266373;10.04445073;10.04445073
-1.92;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4.876799093;3.17805383;2.302585093;3.135494216;2.75922787;0.798769777;1.791759469;0.567076741;0;4.177811269;2.88688661;0;1.098612289;0;0;0;0;-1.186761708;6.884368812;6.884368812
-1.92;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.352805552;3.258096538;2.772588722;3.258096538;3.705505633;3.520561713;1.609437912;0.804530237;1.945910149;3.510454712;3.510454712;0;1.791759469;0;0;0;0.693147181;-0.141820213;11.47118219;11.47118219
-1.92;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;5.012034315;3.135494216;2.48490665;3.135494216;3.218759148;3.243491775;1.098612289;0.567076741;1.945910149;3.691452998;3.31754105;0.456826001;0.693147181;0;0;0;0.693147181;-0.22543176;7.258130165;7.258130165
-1.93;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.056946197;2.772588722;2.48490665;2.772588722;3.218759148;2.259134847;0.693147181;1.032115354;0;2.068855322;2.372566198;0.584814591;1.609437912;0;0;0;0.693147181;1.159449112;13.52458343;13.52458343
-1.93;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;5.371939506;3.433987204;2.833213344;3.465735903;3.91301229;4.47456859;1.386294361;0;2.564949357;4.177811269;4.177811269;0;1.098612289;0;0;0;1.098612289;0.292672244;8.591536885;8.591536885
-1.94;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.653891705;3.433987204;2.944438979;3.465735903;4.102821015;4.68441189;1.609437912;0.804530237;2.48490665;3.862179481;3.510454712;0.674302483;1.098612289;0.444444444;0;0;1.098612289;0.937302847;13.20874308;15.31685612
-1.95;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.477843353;3.583518938;2.890371758;3.583518938;3.91301229;3.243491775;1.386294361;0.567076741;1.945910149;4.729818272;3.691452998;0.674302483;1.098612289;0;0;0;0.693147181;-0.910537582;10.32099953;10.32099953
-1.96;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.93548062;2.833213344;2.397895273;2.833213344;3.076971331;3.243491775;1.098612289;0.804530237;1.791759469;2.642633208;2.642633208;0.584814591;1.098612289;0;0;0;0.693147181;0.647891567;10.93748727;10.93748727
-1.96;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.538816685;2.708050201;1.791759469;2.63905733;1.898648307;0;0.693147181;0;0;3.31754105;2.068855322;0;0;0;0.375;0.375;0;-1.12107602;0;0
-1.97;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.396176058;2.708050201;1.945910149;2.708050201;2.378865808;1.379613935;0;0.804530237;0;3.110606816;2.642633208;0;0;0;0;0;0.693147181;-1.990492551;0;0
-2.02;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5.148888853;3.044522438;2.48490665;3.044522438;3.218759148;3.520561713;0.693147181;0.804530237;1.945910149;3.31754105;2.88688661;0.456826001;1.098612289;0.375;0;0;0.693147181;0.590855787;10.45767251;11.14061286
-2.03;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.538816685;2.708050201;1.791759469;2.63905733;1.898648307;0;0.693147181;0;0;3.31754105;2.068855322;0;0;0;0.375;0.375;0;-1.12107602;0;0
-2.05;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5.348392419;3.433987204;2.772588722;3.433987204;3.705505633;3.243491775;1.609437912;0.567076741;1.945910149;4.3246557;3.691452998;0.456826001;1.386294361;0;0;0;0.693147181;-0.218237501;9.315483006;9.315483006
-2.06;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.785178113;3.761200116;3.135494216;3.784189634;4.440875113;4.023746588;1.609437912;1.032115354;1.945910149;4.975585828;4.3246557;0.584814591;1.609437912;0.375;0;0;1.098612289;0.342693098;12.84500829;13.38190337
-2.06;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.018867979;3.258096538;2.48490665;3.258096538;3.218759148;1.852752816;0.693147181;0.941207864;0;4.177811269;3.510454712;0;0.693147181;0;0;0;0.693147181;-1.711854501;5.456522032;5.456522032
-2.06;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4.921148128;2.944438979;2.397895273;2.944438979;3.076971331;3.243491775;0.693147181;0.567076741;1.945910149;3.110606816;3.110606816;0;1.098612289;0;0;0;0.693147181;-0.172498732;8.245324077;8.245324077
